,date,p (mbar),rh (%),T (degC)
52489,2020-12-30 13:40:00,975.46,78.07,4.98
52490,2020-12-30 13:50:00,975.48,78.41,4.84
52491,2020-12-30 14:00:00,975.59,79.5,4.56
52492,2020-12-30 14:10:00,975.65,80.1,4.44
52493,2020-12-30 14:20:00,975.72,80.5,4.32
52494,2020-12-30 14:30:00,975.84,80.8,4.32
52495,2020-12-30 14:40:00,975.95,80.6,4.33
52496,2020-12-30 14:50:00,976.1,80.8,4.3
52497,2020-12-30 15:00:00,976.17,80.9,4.22
52498,2020-12-30 15:10:00,976.24,81.4,4.16
52499,2020-12-30 15:20:00,976.27,81.6,4.14
52500,2020-12-30 15:30:00,976.41,81.8,4.13
52501,2020-12-30 15:40:00,976.45,82.2,4.08
52502,2020-12-30 15:50:00,976.48,82.2,4.03
52503,2020-12-30 16:00:00,976.57,82.6,3.99
52504,2020-12-30 16:10:00,976.68,82.9,3.93
52505,2020-12-30 16:20:00,976.78,83.0,3.94
52506,2020-12-30 16:30:00,976.88,82.7,3.94
52507,2020-12-30 16:40:00,977.02,82.8,3.93
52508,2020-12-30 16:50:00,977.13,82.9,3.91
52509,2020-12-30 17:00:00,977.25,83.0,3.91
52510,2020-12-30 17:10:00,977.44,83.0,3.92
52511,2020-12-30 17:20:00,977.57,83.1,3.94
52512,2020-12-30 17:30:00,977.65,83.7,3.87
52513,2020-12-30 17:40:00,977.68,83.8,3.88
52514,2020-12-30 17:50:00,977.79,84.1,3.88
52515,2020-12-30 18:00:00,977.89,84.9,3.77
52516,2020-12-30 18:10:00,977.89,84.9,3.74
52517,2020-12-30 18:20:00,977.87,84.6,3.77
52518,2020-12-30 18:30:00,977.91,84.8,3.71
52519,2020-12-30 18:40:00,977.93,85.2,3.62
52520,2020-12-30 18:50:00,978.01,85.2,3.54
52521,2020-12-30 19:00:00,978.08,85.0,3.55
52522,2020-12-30 19:10:00,978.17,85.7,3.45
52523,2020-12-30 19:20:00,978.28,85.5,3.41
52524,2020-12-30 19:30:00,978.45,83.8,3.61
52525,2020-12-30 19:40:00,978.58,86.1,3.53
52526,2020-12-30 19:50:00,978.61,88.0,3.35
52527,2020-12-30 20:00:00,978.67,88.6,3.19
52528,2020-12-30 20:10:00,978.65,89.1,3.0
52529,2020-12-30 20:20:00,978.66,89.2,2.91
52530,2020-12-30 20:30:00,978.71,89.3,2.85
52531,2020-12-30 20:40:00,978.82,89.9,2.71
52532,2020-12-30 20:50:00,978.92,90.6,2.55
52533,2020-12-30 21:00:00,978.91,91.2,2.29
52534,2020-12-30 21:10:00,978.91,90.0,2.4
52535,2020-12-30 21:20:00,979.0,88.9,2.64
52536,2020-12-30 21:30:00,979.05,88.9,2.7
52537,2020-12-30 21:40:00,979.09,89.7,2.6
52538,2020-12-30 21:50:00,979.17,90.3,2.53
52539,2020-12-30 22:00:00,979.2,90.3,2.53
52540,2020-12-30 22:10:00,979.22,91.7,2.09
52541,2020-12-30 22:20:00,979.23,93.1,1.82
52542,2020-12-30 22:30:00,979.33,91.6,2.11
52543,2020-12-30 22:40:00,979.39,90.5,2.05
52544,2020-12-30 22:50:00,979.44,93.4,1.39
52545,2020-12-30 23:00:00,979.51,92.0,1.58
52546,2020-12-30 23:10:00,979.55,92.5,1.33
52547,2020-12-30 23:20:00,979.56,91.5,1.42
52548,2020-12-30 23:30:00,979.61,90.1,1.49
52549,2020-12-30 23:40:00,979.6,89.8,1.39
52550,2020-12-30 23:50:00,979.67,88.1,1.68
52551,2020-12-31 00:00:00,979.75,88.3,1.86
52552,2020-12-31 00:10:00,979.79,90.4,1.7
52553,2020-12-31 00:20:00,979.81,92.7,1.41
52554,2020-12-31 00:30:00,979.81,92.4,1.43
52555,2020-12-31 00:40:00,979.8,91.8,1.49
52556,2020-12-31 00:50:00,979.72,90.6,1.58
52557,2020-12-31 01:00:00,979.74,89.5,1.71
52558,2020-12-31 01:10:00,979.8,85.6,2.02
52559,2020-12-31 01:20:00,979.79,86.6,2.07
52560,2020-12-31 01:30:00,979.76,92.5,1.19
52561,2020-12-31 01:40:00,979.88,94.7,0.76
52562,2020-12-31 01:50:00,979.95,94.3,0.73
52563,2020-12-31 02:00:00,979.96,93.0,0.81
52564,2020-12-31 02:10:00,979.98,92.4,0.76
52565,2020-12-31 02:20:00,979.92,92.8,0.63
52566,2020-12-31 02:30:00,979.9,93.4,0.47
52567,2020-12-31 02:40:00,979.92,93.4,0.29
52568,2020-12-31 02:50:00,979.88,92.7,0.32
52569,2020-12-31 03:00:00,979.91,92.5,0.35
52570,2020-12-31 03:10:00,979.86,91.0,0.58
52571,2020-12-31 03:20:00,979.87,89.5,0.88
52572,2020-12-31 03:30:00,979.86,88.0,1.18
52573,2020-12-31 03:40:00,979.89,85.1,1.65
52574,2020-12-31 03:50:00,979.91,83.6,1.92
52575,2020-12-31 04:00:00,979.88,85.0,1.67
52576,2020-12-31 04:10:00,979.85,86.2,1.41
52577,2020-12-31 04:20:00,979.88,86.3,1.4
52578,2020-12-31 04:30:00,979.95,86.8,1.33
52579,2020-12-31 04:40:00,979.95,88.0,1.12
52580,2020-12-31 04:50:00,979.92,87.6,1.16
52581,2020-12-31 05:00:00,979.88,91.1,0.43
52582,2020-12-31 05:10:00,979.77,92.6,0.17
52583,2020-12-31 05:20:00,979.72,90.8,0.51
52584,2020-12-31 05:30:00,979.7,91.8,0.36
52585,2020-12-31 05:40:00,979.71,91.7,0.34
52586,2020-12-31 05:50:00,979.74,91.3,0.32
52587,2020-12-31 06:00:00,979.71,91.7,0.2
52588,2020-12-31 06:10:00,979.73,92.1,0.13
52589,2020-12-31 06:20:00,979.75,91.4,0.27
52590,2020-12-31 06:30:00,979.79,87.5,1.03
52591,2020-12-31 06:40:00,979.9,86.6,1.21
52592,2020-12-31 06:50:00,979.92,86.9,1.2
52593,2020-12-31 07:00:00,979.92,87.8,0.99
52594,2020-12-31 07:10:00,980.0,89.1,0.72
52595,2020-12-31 07:20:00,980.12,90.5,0.44
52596,2020-12-31 07:30:00,980.23,91.7,0.15
52597,2020-12-31 07:40:00,980.27,92.5,0.04
52598,2020-12-31 07:50:00,980.35,93.1,-0.07
52599,2020-12-31 08:00:00,980.45,92.5,0.1
52600,2020-12-31 08:10:00,980.46,91.6,0.35
52601,2020-12-31 08:20:00,980.43,90.7,0.49
52602,2020-12-31 08:30:00,980.41,91.6,0.33
52603,2020-12-31 08:40:00,980.42,92.3,0.2
52604,2020-12-31 08:50:00,980.4,92.0,0.23
52605,2020-12-31 09:00:00,980.42,92.1,0.21
52606,2020-12-31 09:10:00,980.38,91.8,0.25
52607,2020-12-31 09:20:00,980.33,91.7,0.25
52608,2020-12-31 09:30:00,980.27,91.6,0.27
52609,2020-12-31 09:40:00,980.24,91.9,0.21
52610,2020-12-31 09:50:00,980.28,91.3,0.38
52611,2020-12-31 10:00:00,980.27,90.4,0.55
52612,2020-12-31 10:10:00,980.25,90.1,0.66
52613,2020-12-31 10:20:00,980.24,88.8,0.89
52614,2020-12-31 10:30:00,980.19,87.5,1.12
52615,2020-12-31 10:40:00,980.11,86.6,1.28
52616,2020-12-31 10:50:00,980.04,85.5,1.51
52617,2020-12-31 11:00:00,979.93,84.0,1.82
52618,2020-12-31 11:10:00,979.82,82.1,2.13
52619,2020-12-31 11:20:00,979.67,81.5,2.31
52620,2020-12-31 11:30:00,979.51,81.2,2.36
52621,2020-12-31 11:40:00,979.37,81.0,2.4
52622,2020-12-31 11:50:00,979.23,81.0,2.41
52623,2020-12-31 12:00:00,979.04,80.6,2.6
52624,2020-12-31 12:10:00,978.92,79.6,2.78
52625,2020-12-31 12:20:00,978.83,79.6,2.79
52626,2020-12-31 12:30:00,978.78,80.1,2.78
52627,2020-12-31 12:40:00,978.74,80.0,2.9
52628,2020-12-31 12:50:00,978.62,79.38,2.99
52629,2020-12-31 13:00:00,978.55,78.26,3.07
52630,2020-12-31 13:10:00,978.44,77.77,3.12
52631,2020-12-31 13:20:00,978.35,77.94,3.13
52632,2020-12-31 13:30:00,978.26,76.78,3.16
52633,2020-12-31 13:40:00,978.18,77.0,3.14
52634,2020-12-31 13:50:00,978.09,77.04,3.12
52635,2020-12-31 14:00:00,977.98,77.25,3.13
52636,2020-12-31 14:10:00,977.91,77.27,3.18
52637,2020-12-31 14:20:00,977.85,77.03,3.27
52638,2020-12-31 14:30:00,977.8,76.91,3.34
52639,2020-12-31 14:40:00,977.73,76.38,3.4
52640,2020-12-31 14:50:00,977.66,76.18,3.38
52641,2020-12-31 15:00:00,977.62,76.19,3.4
52642,2020-12-31 15:10:00,977.63,75.97,3.43
52643,2020-12-31 15:20:00,977.63,75.85,3.41
52644,2020-12-31 15:30:00,977.61,76.15,3.33
52645,2020-12-31 15:40:00,977.59,76.36,3.27
52646,2020-12-31 15:50:00,977.57,75.71,3.27
52647,2020-12-31 16:00:00,977.6,75.43,3.28
52648,2020-12-31 16:10:00,977.7,74.91,3.3
52649,2020-12-31 16:20:00,977.73,74.57,3.3
52650,2020-12-31 16:30:00,977.74,74.52,3.32
52651,2020-12-31 16:40:00,977.75,74.23,3.32
52652,2020-12-31 16:50:00,977.75,74.7,3.24
52653,2020-12-31 17:00:00,977.73,74.62,3.17
52654,2020-12-31 17:10:00,977.71,75.45,3.06
52655,2020-12-31 17:20:00,977.72,76.3,2.91
52656,2020-12-31 17:30:00,977.7,76.71,2.82
52657,2020-12-31 17:40:00,977.69,76.57,2.9
52658,2020-12-31 17:50:00,977.74,76.57,2.92
52659,2020-12-31 18:00:00,977.78,76.82,2.96
52660,2020-12-31 18:10:00,977.75,76.69,2.97
52661,2020-12-31 18:20:00,977.7,77.35,2.88
52662,2020-12-31 18:30:00,977.69,77.2,2.87
52663,2020-12-31 18:40:00,977.69,77.22,2.88
52664,2020-12-31 18:50:00,977.69,77.14,2.88
52665,2020-12-31 19:00:00,977.67,76.63,2.9
52666,2020-12-31 19:10:00,977.66,77.13,2.84
52667,2020-12-31 19:20:00,977.66,77.72,2.78
52668,2020-12-31 19:30:00,977.62,78.23,2.68
52669,2020-12-31 19:40:00,977.57,78.14,2.61
52670,2020-12-31 19:50:00,977.58,78.22,2.56
52671,2020-12-31 20:00:00,977.7,78.24,2.47
52672,2020-12-31 20:10:00,977.73,78.31,2.45
52673,2020-12-31 20:20:00,977.82,78.36,2.4
52674,2020-12-31 20:30:00,977.78,77.99,2.4
52675,2020-12-31 20:40:00,977.84,77.85,2.41
52676,2020-12-31 20:50:00,977.92,77.9,2.37
52677,2020-12-31 21:00:00,978.02,77.52,2.4
52678,2020-12-31 21:10:00,978.05,77.53,2.41
52679,2020-12-31 21:20:00,978.13,77.44,2.45
52680,2020-12-31 21:30:00,978.14,77.21,2.4
52681,2020-12-31 21:40:00,978.15,77.35,2.38
52682,2020-12-31 21:50:00,978.21,77.79,2.34
52683,2020-12-31 22:00:00,978.22,78.11,2.29
52684,2020-12-31 22:10:00,978.26,78.36,2.24
52685,2020-12-31 22:20:00,978.3,78.63,2.23
52686,2020-12-31 22:30:00,978.36,78.63,2.22
52687,2020-12-31 22:40:00,978.38,78.36,2.26
52688,2020-12-31 22:50:00,978.36,78.17,2.35
52689,2020-12-31 23:00:00,978.36,79.0,2.32
52690,2020-12-31 23:10:00,978.36,79.04,2.27
52691,2020-12-31 23:20:00,978.32,80.0,2.28
52692,2020-12-31 23:30:00,978.3,83.1,2.13
52693,2020-12-31 23:40:00,978.26,82.2,1.99
52694,2020-12-31 23:50:00,978.26,81.4,2.07
52695,2021-01-01 00:00:00,978.24,82.4,2.01
